disease,phrase,count
atelectasis,right perihilar region and bilateral lung bases,1
atelectasis,left retrocardiac and basal,1
atelectasis,lingula and right base,1
atelectasis,right base of lung,1
atelectasis,subjacent to bilateral pleural effusions,1
atelectasis,posterior costophrenic sulci,1
atelectasis,"right lung base, left retrocardiac space",1
atelectasis,"both lung bases, left suprahilar region",1
atelectasis,left mid field,1
atelectasis,lingula and right lower lobe,1
atelectasis,"right midlung, right lung base",1
atelectasis,right lower lung base,1
atelectasis,bilateral bibasilar and left midlung,1
atelectasis,"right basilar, left lung base",1
atelectasis,left midlung and right lower lung,1
atelectasis,bilateral mid and lower lung,1
atelectasis,"left lung base, basilar left lower lobe and lingular",1
atelectasis,"left mid to lower lung, right basilar",1
atelectasis,several bulla,1
atelectasis,retrocardiac lung area and right lung bases,1
atelectasis,basilar and lateral right,1
atelectasis,left lower lobe and adjacent to a fluid - filled minor fissure on the right,1
atelectasis,"bilateral, left greater right, lower lobe",1
atelectasis,low lung volume,1
atelectasis,left lower lingula,1
atelectasis,right diaphragmatic surface,1
atelectasis,"retrocardiac lung regions, right medial basal lung",1
atelectasis,posterior lungs,1
atelectasis,posterior to the heart on the lateral view,1
atelectasis,not specified,1
atelectasis,"right lower lobe, bibasal subsegmental",1
atelectasis,"right lung, left mid lung",1
atelectasis,right minor fissure,1
atelectasis,right lower lobe posteriorly,1
atelectasis,"lung bases, retrocardiac region",1
atelectasis,"bilateral bases, left mid lung",1
atelectasis,retrocardiac left lower lobe,1
atelectasis,left medial basilar,1
atelectasis,right middle and majority of right lower lobe,1
atelectasis,right lung and possibly left retrocardiac area,1
atelectasis,upper lungs (left greater than right),1
atelectasis,basal lung areas,1
atelectasis,left base in the retrocardiac region,1
atelectasis,left lower lung within the lingula,1
atelectasis,left lower lobe and possibly lingula,1
atelectasis,"right midlung, bilateral",1
atelectasis,"bilateral bases, right more than left",1
atelectasis,left inferior hilar region,1
atelectasis,right medial basilar lobe,1
atelectasis,right mid lung field in the bilateral bases,1
atelectasis,right upper and basilar lower lobe,1
atelectasis,bilateral mid and lower lobe,1
atelectasis,left perihilar and both basilar regions,1
atelectasis,retrocardiac lung areas and right lung base,1
atelectasis,basilar right lung,1
atelectasis,both lower lung,1
atelectasis,right lower lung medially,1
atelectasis,"right mid lung, left lower lobe",1
atelectasis,right lung base costophrenic sulcus,1
atelectasis,right middle,1
atelectasis,subsequent areas,1
atelectasis,left lower lobe (post obstructive),1
atelectasis,"bilateral, left more than right",1
atelectasis,"right lower lobe, right perihilar regions",1
atelectasis,localized area within a region of scarring,1
atelectasis,bilaterally lungs,1
atelectasis,lower posterior lungs,1
atelectasis,minor basilar,1
atelectasis,"right lung bases, left perihilar region",1
atelectasis,"left lower, bilateral upper lung",1
atelectasis,bibasilar and perihilar,1
atelectasis,"right upper lobe, left retrocardiac region",1
atelectasis,"mid lung, right basilar",1
atelectasis,"left apex, right lung base",1
atelectasis,right posterior pleura,1
atelectasis,lower lung (retrocardiac),1
atelectasis,above a slightly elevated left hemidiaphragm,1
atelectasis,"left base, right",1
atelectasis,"left lung, right lung",1
atelectasis,left lower lobe basilar segments,1
atelectasis,minor mid lung,1
atelectasis,"right middle lobe, left lower lung",1
atelectasis,left basilar lingula,1
atelectasis,low lung volumes,1
atelectasis,left basilar (probably within the lingula),1
atelectasis,left lower hemithorax,1
atelectasis,"left lung base, retrocardiac area",1
atelectasis,"subsegmental bibasilar, minimal left mid lung",1
atelectasis,"right middle lobe, lingula and left lower lobe",1
atelectasis,right hemidiaphragm apex and posteriorly,1
atelectasis,either the rml or lingula,1
atelectasis,lateral left upper lung,1
atelectasis,left hemidiaphragm subjacent,1
atelectasis,right cardiac contour,1
atelectasis,posterior basal,1
atelectasis,left base and lingular,1
atelectasis,lower lobes bilaterally,1
atelectasis,right pleural cavity,1
atelectasis,right upper lobe and middle lobe subsegments,1
atelectasis,"left lower lobe, right basilar",1
atelectasis,bibasilar and left lung,1
atelectasis,posterior segments of the lower lobes,1
atelectasis,left lung base peripherally,1
atelectasis,left lingula and left lower lobe,1
atelectasis,adjacent to blunted costophrenic angle,1
atelectasis,left basilar at cardiophrenic angle,1
atelectasis,right basilar and left retrocardiac basilar,1
atelectasis,left base medially,1
atelectasis,right lower lobe minimal,1
atelectasis,medial left basilar,1
atelectasis,lower lung zones,1
atelectasis,overlying,1
atelectasis,basilar left lung,1
atelectasis,"right infrahilar, right basilar, retrocardiac and left basilar",1
atelectasis,"bilateral lower lobes, right mid lung sulcus",1
atelectasis,"both lung bases, left more than right",1
atelectasis,bilateral mid-to-lower lung,1
atelectasis,"bilateral bibasilar regions, particularly retrocardiac region",1
atelectasis,persistent lower lobe,1
atelectasis,right middle and right lower lobes,1
atelectasis,"left lingular, lateral left lung base",1
atelectasis,"retrocardiac, left lower lobe, right lower lobe",1
atelectasis,distal lower lobe,1
atelectasis,each lung base,1
atelectasis,right mid lung and lower lung,1
atelectasis,right and left bibasilar,1
atelectasis,"bilateral lower lungs, retrocardiac and medial right lung base",1
atelectasis,right lateral costophrenic angle,1
atelectasis,"right mid and lower lung fields, left lung base",1
atelectasis,right upper lobe anteriorly,1
atelectasis,right lower posterior lung,1
atelectasis,"bilateral lungs, greater on the left",1
atelectasis,medial right middle lobe,1
atelectasis,perihilar right areas,1
atelectasis,right hemidiaphragmatic,1
atelectasis,"retrocardiac, bilateral",1
atelectasis,bases and right upper lobe,1
atelectasis,base of the lingula,1
atelectasis,"retrocardiac, right basal",1
atelectasis,right mid lung and right lower lobe,1
atelectasis,extensive areas,1
atelectasis,right lower lung (subsegmental),1
atelectasis,lower lungs (right greater than left),1
atelectasis,right greater than left,1
atelectasis,"bilateral lung bases, left greater than right",1
atelectasis,bilateral supradiaphragmatic position,1
atelectasis,asymmetry of the changes,1
atelectasis,left more than right,1
atelectasis,apical,1
atelectasis,"anterior, inferior right upper lobe",1
atelectasis,left lobe,1
atelectasis,adjacent area,1
atelectasis,right mid and lower lung field,1
atelectasis,right lower lobes,1
atelectasis,right lower mediastinal,1
atelectasis,"left base, bases",1
atelectasis,"right upper lung, left basal",1
atelectasis,left cardiac shadow,1
atelectasis,focal,1
atelectasis,bilateral bibasilar (larger on the left),1
atelectasis,right upper and both lower lobes,1
atelectasis,"left millimetric, right basilar",1
atelectasis,posterior costophrenic angle,1
atelectasis,right lower lung medial aspect,1
atelectasis,"basilar, right",1
atelectasis,right mid and left lower lung,1
atelectasis,right mid and right lower lung,1
atelectasis,"right lower lung, left hemidiaphragm",1
atelectasis,"bases, especially on the right",1
atelectasis,left side,1
atelectasis,"left lower lobe, right basal",1
atelectasis,bilateral airspace,1
atelectasis,right heart,1
atelectasis,left diaphragm,1
atelectasis,subsegmental bibasilar,1
atelectasis,left parenchyma,1
atelectasis,"right lower and middle lobes, right base, left lower lung",1
atelectasis,both lower lungs (right greater than left),1
atelectasis,mid thoracic spine,1
atelectasis,bibasilar peribronchial,1
atelectasis,left mid to upper lung,1
atelectasis,"left lower lung, middle lobe, sublobar",1
atelectasis,right lung base and left basilar,1
atelectasis,right middle/lower lobe,1
atelectasis,"lung bases, left lower lobe",1
atelectasis,left lung adjacent to pleural effusion,1
atelectasis,"right mid lung, inferior to minor fissure",1
atelectasis,left lower lobe and right lower lung,1
atelectasis,right cardiphrenic angle,1
atelectasis,bilateral basal regions (left greater than right),1
atelectasis,basilar and left lower lobe,1
atelectasis,bilateral retrocardiac lung regions,1
atelectasis,right middle and right lower lobe,1
atelectasis,left base and medial right base,1
atelectasis,"bilateral bases, more prominent on left",1
atelectasis,right middle lobe and lingular,1
atelectasis,basal plate,1
atelectasis,left retrocardiac space,1
atelectasis,"left adjacent to pleural effusion, right basilar region",1
atelectasis,left and right basilar,1
atelectasis,lower lung lobes and right perihilar region,1
atelectasis,cardiac silhouette,1
atelectasis,"bilateral bases, right base slightly worse",1
atelectasis,azygos lobe,1
atelectasis,right basilar and left base,1
atelectasis,bilateral juxta hilar and retrocardiac regions,1
atelectasis,right hilar region,1
atelectasis,adjacent to bilateral pleural spaces,1
atelectasis,right basal and retrocardiac,1
atelectasis,left lung and right lower lobe,1
atelectasis,right base lateral,1
atelectasis,lower pole of right hilus,1
atelectasis,left lower lobe and left midlung,1
atelectasis,bibasilar lung regions,1
atelectasis,remaining left lung,1
atelectasis,right pleural region,1
atelectasis,multifocal lung,1
atelectasis,left apical,1
atelectasis,"bilateral lungs, left greater than right",1
atelectasis,bibasilar (right larger),1
atelectasis,"bibasilar regions, right middle lobe",1
atelectasis,medial right lower lobe,1
atelectasis,right lung base and bilateral adjacent pleural areas (right more prominent),1
atelectasis,retrocardiac lung area and middle lobe,1
atelectasis,right lower chest,1
atelectasis,bilateral lungs adjacent to pleural effusions,1
atelectasis,"left basal lobe, bilateral basal lobes",1
atelectasis,right middle and basilar portions of the lower lobe,1
atelectasis,right mid and lower lobes,1
atelectasis,retrocardiac and right middle lobe,1
atelectasis,right basal subsegmental,1
atelectasis,"left lung base, right mid lung field",1
atelectasis,left basilar and left lower lobe,1
atelectasis,"bilateral lung bases, left lung base more pronounced",1
atelectasis,"bibasilar, predominantly left",1
atelectasis,right lung lateral,1
atelectasis,medial portion of the left hemidiaphragm,1
atelectasis,"right upper lobe, retrocardiac",1
atelectasis,"right middle and lower lobes, left lung",1
atelectasis,right costophrenic angle and left base,1
atelectasis,left lung lateral to cardiac apex,1
atelectasis,"right basilar, left upper lobe",1
atelectasis,right middle lobe (less likely right lower lobe),1
atelectasis,left perihilar and right basilar regions,1
atelectasis,left lung (adjacent to left hemidiaphragm),1
atelectasis,"right lower lobe, retrocardiac",1
atelectasis,retrocardiac and left basilar,1
atelectasis,bibasilar and right base medially,1
atelectasis,bilateral basilar parenchyma,1
atelectasis,left base/retrocardiac,1
atelectasis,right peribronchial,1
atelectasis,lung bases and right upper lung,1
atelectasis,"left mid lung zone, right lower lung zone",1
atelectasis,bibasilar and right upper lobe,1
atelectasis,"left lung, left lower lobe",1
atelectasis,right basal and left,1
atelectasis,"right cardiophrenic region, left lung base",1
atelectasis,inferior spine,1
atelectasis,right lower lobe subsegmental,1
atelectasis,subsegment adjacent to right hemidiaphragm,1
atelectasis,adjacent to bilateral effusions,1
atelectasis,bibasilar adjacent to pleural effusion,1
atelectasis,lateral aspect of right chest,1
atelectasis,bilateral lower lobes subsegmental,1
atelectasis,periphery of right lung base,1
atelectasis,left posterior costophrenic sulcus,1
atelectasis,bibasilar (right retrocardiac region prominent),1
atelectasis,bilateral bases (right worse),1
atelectasis,bilateral lung fields (overlying pleural effusions),1
